date,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price
2/21/2023,29.79,22,655,276,174,98,28,79,29.99,58.81,29.99,58.81,1957,26.99,32.99
2/22/2023,28.89,31,896,388,245,134,23,106,29.99,58.81,29.99,58.81,1957,26.99,32.99
2/23/2023,29.79,16,477,200,127,72,7,71,29.99,58.81,29.99,58.81,1957,26.99,32.99
2/24/2023,29.89,17,508,213,134,76,5,80,29.99,58.81,29.99,58.81,1957,26.99,32.99
2/25/2023,29.89,5,149,63,40,22,6,18,29.99,58.81,29.99,58.81,1814,26.99,32.99
2/26/2023,29.99,3,90,38,24,14,5,9,29.99,58.81,29.99,58.81,1812,26.99,32.99
2/27/2023,29.89,20,598,251,158,90,21,78,29.99,58.81,29.99,58.81,1799,26.99,32.99
2/28/2023,29.79,18,536,226,142,80,38,50,29.99,58.81,29.99,58.81,1786,26.99,32.99
3/1/2023,28.39,23,653,288,182,98,49,36,29.99,58.81,29.99,58.81,1762,26.99,32.99
3/2/2023,27.99,43,1204,539,340,181,24,120,29.99,58.81,29.99,58.81,1748,26.99,32.99
3/3/2023,29.69,43,1277,539,340,192,32,174,29.99,57.48,29.99,57.48,1729,26.99,32.99
3/4/2023,29.89,7,209,88,55,31,16,19,29.99,57.48,29.99,57.48,1691,26.99,32.99
3/5/2023,29.89,37,1106,464,293,166,7,176,29.99,57.48,29.99,57.48,1679,26.99,32.99
3/6/2023,27.89,15,418,188,119,63,16,32,29.99,57.48,29.99,57.48,1649,26.99,32.99
3/7/2023,29.69,35,1039,439,277,156,29,138,29.99,57.48,29.99,57.48,1617,26.99,32.99
3/8/2023,29.49,21,619,263,166,93,47,50,29.99,57.48,29.99,57.48,1589,26.99,32.99
3/9/2023,29.79,16,477,200,127,72,40,38,29.99,57.48,29.99,57.48,1565,26.99,32.99
3/10/2023,29.69,14,416,175,111,62,25,43,29.99,58.81,29.99,58.81,1548,26.99,32.99
3/11/2023,29.99,10,300,125,79,45,5,46,29.99,58.81,29.99,58.81,1533,26.99,32.99
3/12/2023,29.99,10,300,125,79,45,6,45,29.99,58.81,29.99,58.81,1513,26.99,32.99
3/13/2023,29.89,32,956,401,253,143,18,141,29.99,58.81,29.99,58.81,1488,26.99,32.99
3/14/2023,29.79,18,536,226,142,80,29,59,29.99,58.81,29.99,58.81,1480,26.99,32.99
3/15/2023,29.79,23,685,288,182,103,16,96,29.99,58.81,29.99,58.81,1456,26.99,32.99
3/16/2023,29.99,20,600,251,158,90,28,73,29.99,58.81,29.99,58.81,1442,26.99,32.99
3/17/2023,29.89,26,777,326,206,117,12,116,29.99,58.81,29.99,58.81,1412,26.99,32.99
3/18/2023,29.99,26,780,326,206,117,3,128,29.99,58.81,29.99,58.81,1401,26.99,32.99
3/19/2023,29.99,6,180,75,47,27,0,31,29.99,58.81,29.99,58.81,1389,26.99,32.99
3/20/2023,29.79,22,655,276,174,98,14,93,29.99,58.81,29.99,58.81,1366,26.99,32.99
3/21/2023,29.89,22,658,276,174,99,35,74,29.99,58.81,29.99,58.81,1355,26.99,32.99
3/22/2023,29.89,22,658,276,174,99,24,85,29.99,58.81,29.99,58.81,1335,26.99,32.99
3/23/2023,29.89,19,568,238,150,85,24,71,29.99,58.81,29.99,58.81,1313,26.99,32.99
3/24/2023,29.89,25,747,313,198,112,32,92,29.99,61.6,29.99,61.6,1288,26.99,32.99
3/25/2023,29.89,6,179,75,47,27,11,19,29.99,61.6,29.99,61.6,1277,26.99,32.99
3/26/2023,29.79,5,149,63,40,22,1,23,29.99,61.6,29.99,61.6,1267,26.99,32.99
3/27/2023,29.89,41,1225,514,324,184,7,196,29.99,61.6,29.99,61.6,1256,26.99,32.99
3/28/2023,29.89,15,448,188,119,67,33,41,29.99,61.6,29.99,61.6,1237,26.99,32.99
3/29/2023,29.89,25,747,313,198,112,50,74,29.99,61.6,29.99,61.6,1189,26.99,32.99
3/30/2023,29.49,28,826,351,221,124,35,95,29.99,61.6,29.99,61.6,1167,26.99,32.99
3/31/2023,29.89,15,448,188,119,67,28,46,29.99,61.6,29.99,61.6,1141,26.99,32.99
4/1/2023,28.89,8,231,100,63,35,8,25,29.99,61.6,29.99,61.6,1121,26.99,32.99
4/2/2023,29.99,29,870,363,229,130,12,136,29.99,61.6,29.99,61.6,1113,26.99,32.99
4/3/2023,29.79,42,1251,526,332,188,28,177,29.99,61.6,29.99,61.6,1078,26.99,32.99
4/4/2023,29.09,39,1135,489,308,170,43,125,29.99,61.6,29.99,61.6,1059,26.99,32.99
4/5/2023,29.79,22,655,276,174,98,43,64,29.99,61.6,29.99,61.6,1418,26.99,32.99
4/6/2023,29.89,48,1435,601,380,215,53,186,29.99,61.6,29.99,61.6,1387,26.99,32.99
4/7/2023,29.79,19,566,238,150,85,36,57,29.99,58.81,29.99,58.81,1375,26.99,32.99
4/8/2023,29.99,4,120,50,32,18,9,11,29.99,58.81,29.99,58.81,1532,26.99,32.99
4/9/2023,29.99,9,270,113,71,40,19,27,29.99,58.81,29.99,58.81,1522,26.99,32.99
4/10/2023,29.89,51,1524,639,403,229,23,230,29.99,58.81,29.99,58.81,2001,26.99,32.99
4/11/2023,29.89,25,747,313,198,112,59,65,29.99,58.81,29.99,58.81,1962,26.99,32.99
4/12/2023,29.89,24,717,301,190,108,44,74,29.99,58.81,29.99,58.81,1922,26.99,32.99
4/13/2023,29.89,25,747,313,198,112,34,90,29.99,58.81,29.99,58.81,1903,26.99,32.99
4/14/2023,29.69,16,475,200,127,71,18,59,29.99,58.81,29.99,58.81,1885,26.99,32.99
4/15/2023,29.89,10,299,125,79,45,3,47,29.99,58.81,29.99,58.81,1868,26.99,32.99
4/16/2023,29.99,29,870,363,229,130,9,139,29.99,58.81,29.99,58.81,1844,26.99,32.99
4/17/2023,29.79,29,864,363,229,130,30,112,29.99,58.81,29.99,58.81,2538,26.99,32.99
4/18/2023,29.89,19,568,238,150,85,20,75,29.99,58.81,29.99,58.81,2524,26.99,32.99
4/19/2023,29.39,29,852,363,229,128,24,108,29.99,58.81,29.99,58.81,2501,26.99,32.99
4/20/2023,29.79,16,477,200,127,72,31,47,29.99,58.81,29.99,58.81,2469,26.99,32.99
4/21/2023,29.39,35,1029,439,277,154,40,119,29.99,58.81,29.99,58.81,2445,26.99,32.99
4/22/2023,29.99,6,180,75,47,27,0,31,29.99,58.81,29.99,58.81,2434,26.99,32.99
4/23/2023,29.99,6,180,75,47,27,11,20,29.99,58.81,29.99,58.81,2424,26.99,32.99
4/24/2023,28.89,31,896,388,245,134,26,103,29.99,58.81,29.99,58.81,2237,26.99,32.99
4/25/2023,29.89,18,538,226,142,81,15,74,29.99,58.81,29.99,58.81,2225,26.99,32.99
4/26/2023,29.29,22,644,276,174,97,14,83,29.99,58.81,29.99,58.81,2031,26.99,32.99
4/27/2023,29.89,13,389,163,103,58,18,47,29.99,58.81,29.99,58.81,2015,26.99,32.99
4/28/2023,29.39,16,470,200,127,70,12,61,29.99,58.81,29.99,58.81,2142,26.99,32.99
4/29/2023,29.99,24,720,301,190,108,4,117,29.99,58.81,29.99,58.81,2129,26.99,32.99
4/30/2023,29.99,4,120,50,32,18,14,6,29.99,58.81,29.99,58.81,2124,26.99,32.99
5/1/2023,29.89,29,867,363,229,130,29,116,29.99,58.81,29.99,58.81,2096,26.99,32.99
5/2/2023,29.89,36,1076,451,285,161,36,143,29.99,58.81,29.99,58.81,2095,26.99,32.99
5/3/2023,29.89,27,807,338,214,121,30,104,29.99,58.81,29.99,58.81,2070,26.99,32.99
5/4/2023,28.99,33,957,413,261,144,31,108,29.99,58.81,29.99,58.81,2041,26.99,32.99
5/5/2023,29.79,21,626,263,166,94,30,73,29.99,58.81,29.99,58.81,2021,26.99,32.99
5/6/2023,29.99,11,330,138,87,50,4,51,29.99,58.81,29.99,58.81,2147,26.99,32.99
5/7/2023,29.99,4,120,50,32,18,2,18,29.99,58.81,29.99,58.81,2137,26.99,32.99
5/8/2023,29.79,19,566,238,150,85,29,64,29.99,58.81,29.99,58.81,2208,26.99,32.99
5/9/2023,29.79,20,596,251,158,89,25,73,29.99,58.81,29.99,58.81,2201,26.99,32.99
5/10/2023,29.69,26,772,326,206,116,27,97,29.99,58.81,29.99,58.81,2196,26.99,32.99
5/11/2023,29.69,21,623,263,166,93,27,74,29.99,58.81,29.99,58.81,2521,26.99,32.99
5/12/2023,29.79,10,298,125,79,45,13,36,29.99,59.81,29.99,59.81,3176,26.99,32.99
5/13/2023,29.99,26,780,326,206,117,0,131,29.99,59.81,29.99,59.81,3154,26.99,32.99
5/14/2023,29.99,5,150,63,40,22,0,25,29.99,59.81,29.99,59.81,3138,26.99,32.99
5/15/2023,29.69,13,386,163,103,58,29,33,29.99,59.81,29.99,59.81,3125,26.99,32.99
5/16/2023,28.29,20,566,251,158,85,38,34,29.99,59.81,29.99,59.81,3101,26.99,32.99
5/17/2023,28.39,38,1079,476,301,162,21,119,29.99,59.81,29.99,59.81,3087,26.99,32.99
5/18/2023,27.79,23,639,288,182,96,45,28,29.99,59.81,29.99,59.81,3063,26.99,32.99
5/19/2023,26.89,20,538,251,158,81,27,21,29.99,59.81,29.99,59.81,3039,26.99,32.99
5/20/2023,27.89,9,251,113,71,38,7,22,29.99,59.81,29.99,59.81,3025,26.99,32.99
5/21/2023,27.99,2,56,25,16,8,12,-5,29.99,59.81,29.99,59.81,3016,26.99,32.99
5/22/2023,27.99,38,1064,476,301,160,23,104,29.99,59.81,29.99,59.81,3004,26.99,32.99
5/23/2023,27.29,34,928,426,269,139,35,59,29.99,59.81,29.99,59.81,2976,26.99,32.99
5/24/2023,27.99,28,784,351,221,118,35,59,29.99,59.81,29.99,59.81,2950,26.99,32.99
5/25/2023,27.79,20,556,251,158,83,30,34,29.99,59.81,29.99,59.81,2913,26.99,32.99
5/26/2023,27.79,19,528,238,150,79,41,20,29.99,59.81,29.99,59.81,2879,26.99,32.99
5/27/2023,27.99,24,672,301,190,101,8,72,29.99,59.81,29.99,59.81,2865,26.99,32.99
5/28/2023,27.99,6,168,75,47,25,3,18,29.99,59.81,29.99,59.81,2856,26.99,32.99
5/29/2023,27.69,9,249,113,71,37,13,15,29.99,59.81,29.99,59.81,2826,26.99,32.99
5/30/2023,27.79,33,917,413,261,138,51,54,29.99,59.81,29.99,59.81,2814,26.99,32.99
5/31/2023,27.79,33,917,413,261,138,50,55,29.99,59.81,29.99,59.81,2798,26.99,32.99
6/1/2023,27.79,31,861,388,245,129,77,22,29.99,59.81,29.99,59.81,2751,26.99,32.99
6/2/2023,27.89,33,920,413,261,138,41,67,29.99,48.99,29.99,48.99,2726,26.99,32.99
6/3/2023,27.99,9,252,113,71,38,18,12,29.99,48.99,29.99,48.99,2704,26.99,32.99
6/4/2023,27.89,16,446,200,127,67,7,45,29.99,48.99,29.99,48.99,2687,26.99,32.99
6/5/2023,26.29,37,973,464,293,146,26,44,29.99,48.99,29.99,48.99,2667,26.99,32.99
6/6/2023,24.49,58,1420,727,459,213,59,-38,29.99,48.99,29.99,48.99,2645,26.99,32.99
6/7/2023,27.79,25,695,313,198,104,51,29,29.99,48.99,29.99,48.99,2611,26.99,32.99
6/8/2023,27.99,29,812,363,229,122,26,72,29.99,48.99,29.99,48.99,2578,26.99,32.99
6/9/2023,27.79,29,806,363,229,121,9,84,29.99,58.81,29.99,58.81,2545,26.99,32.99
6/10/2023,27.29,0,0,0,0,0,3,-3,29.99,58.81,29.99,58.81,2525,26.99,32.99
6/11/2023,27.99,29,812,363,229,122,0,98,29.99,58.81,29.99,58.81,2499,26.99,32.99
6/12/2023,27.79,24,667,301,190,100,19,57,29.99,58.81,29.99,58.81,2452,26.99,32.99
6/13/2023,27.79,33,917,413,261,138,14,91,29.99,58.81,29.99,58.81,2440,26.99,32.99
6/14/2023,27.59,32,883,401,253,132,20,77,29.99,58.81,29.99,58.81,2423,26.99,32.99
6/15/2023,27.79,26,723,326,206,108,16,67,29.99,58.81,29.99,58.81,2397,26.99,32.99
6/16/2023,24.99,41,1025,514,324,154,9,24,29.99,59.38,29.99,59.38,2374,26.99,32.99
6/17/2023,27.89,6,167,75,47,25,4,16,29.99,59.38,29.99,59.38,2360,26.99,32.99
6/18/2023,27.99,2,56,25,16,8,0,7,29.99,59.38,29.99,59.38,2352,26.99,32.99
6/19/2023,27.79,25,695,313,198,104,25,55,29.99,59.38,29.99,59.38,2630,26.99,32.99
6/20/2023,27.89,30,837,376,237,126,11,87,29.99,59.38,29.99,59.38,2608,26.99,32.99
6/21/2023,27.69,12,332,150,95,50,21,16,29.99,59.38,29.99,59.38,2577,26.99,32.99
6/22/2023,27.89,19,530,238,150,80,18,44,29.99,59.38,29.99,59.38,2558,26.99,32.99
6/23/2023,27.89,16,446,200,127,67,18,34,29.99,59.38,29.99,59.38,2543,26.99,32.99
6/24/2023,27.99,6,168,75,47,25,12,9,29.99,59.38,29.99,59.38,2529,26.99,32.99
6/25/2023,27.99,26,728,326,206,109,6,81,29.99,59.38,29.99,59.38,2521,26.99,32.99
6/26/2023,27.89,21,586,263,166,88,31,38,29.99,59.38,29.99,59.38,2485,26.99,32.99
6/27/2023,27.89,19,530,238,150,80,20,42,29.99,59.38,29.99,59.38,2471,26.99,32.99
6/28/2023,27.79,26,723,326,206,108,28,55,29.99,59.38,29.99,59.38,2446,26.99,32.99
6/29/2023,24.59,36,885,451,285,133,44,-28,29.99,59.38,29.99,59.38,2427,26.99,32.99
6/30/2023,27.89,27,753,338,214,113,47,41,29.99,59.42,29.99,59.42,2376,26.99,32.99
7/1/2023,27.99,6,168,75,47,25,25,-4,29.99,59.42,29.99,59.42,2365,26.99,32.99
7/2/2023,27.89,7,195,88,55,29,4,19,29.99,59.42,29.99,59.42,2350,26.99,32.99
7/3/2023,27.89,22,614,276,174,92,36,36,29.99,59.42,29.99,59.42,2336,26.99,32.99
7/4/2023,27.99,3,84,38,24,13,10,-1,29.99,59.42,29.99,59.42,2312,26.99,32.99
7/5/2023,27.59,24,662,301,190,99,16,56,29.99,59.42,29.99,59.42,2297,26.99,32.99
7/6/2023,27.89,59,1646,739,467,247,97,96,29.99,59.42,29.99,59.42,2120,26.99,32.99
7/7/2023,27.89,29,809,363,229,121,41,55,29.99,58.81,29.99,58.81,2105,26.99,32.99
7/8/2023,27.89,6,167,75,47,25,9,11,29.99,58.81,29.99,58.81,2241,26.99,32.99
7/9/2023,27.99,25,700,313,198,105,0,84,29.99,58.81,29.99,58.81,2922,26.99,32.99
7/10/2023,27.89,25,697,313,198,105,9,72,29.99,58.81,29.99,58.81,2880,26.99,32.99
7/11/2023,26.89,30,807,376,237,121,23,50,29.99,58.81,29.99,58.81,2864,26.99,32.99
7/12/2023,27.89,41,1143,514,324,171,48,86,29.99,58.81,29.99,58.81,2844,26.99,32.99
7/13/2023,27.99,19,532,238,150,80,52,12,29.99,58.81,29.99,58.81,2823,26.99,32.99
7/14/2023,27.79,23,639,288,182,96,62,11,29.99,53.94,29.99,53.94,2808,26.99,32.99
7/15/2023,27.99,7,196,88,55,29,38,-14,29.99,53.94,29.99,53.94,2792,26.99,32.99
7/16/2023,27.79,7,195,88,55,29,26,-3,29.99,53.94,29.99,53.94,2773,26.99,32.99
7/17/2023,26.69,25,667,313,198,100,77,-21,29.99,53.94,29.99,53.94,2754,26.99,32.99
7/18/2023,27.59,27,745,338,214,112,81,0,29.99,53.94,29.99,53.94,2727,26.99,32.99
7/19/2023,27.89,14,390,175,111,58,70,-24,29.99,53.94,29.99,53.94,2701,26.99,32.99
7/20/2023,27.99,79,2211,990,625,332,49,215,29.99,53.94,29.99,53.94,2678,26.99,32.99
7/21/2023,27.49,25,687,313,198,103,64,9,29.99,53.94,29.99,53.94,2644,26.99,32.99
7/22/2023,27.79,5,139,63,40,21,21,-6,29.99,53.94,29.99,53.94,2591,26.99,32.99
7/23/2023,27.99,24,672,301,190,101,13,67,29.99,53.94,29.99,53.94,2560,26.99,32.99
7/24/2023,27.79,28,778,351,221,117,122,-33,29.99,53.94,29.99,53.94,2525,26.99,32.99
7/25/2023,27.89,28,781,351,221,117,71,21,29.99,53.94,29.99,53.94,2524,26.99,32.99
7/26/2023,27.89,45,1255,564,356,188,98,49,29.99,53.94,29.99,53.94,2492,26.99,32.99
7/27/2023,27.79,25,695,313,198,104,23,57,29.99,53.94,29.99,53.94,2449,26.99,32.99
7/28/2023,27.79,10,278,125,79,42,42,-10,29.99,53.94,29.99,53.94,2419,26.99,32.99
7/29/2023,27.99,14,392,175,111,59,12,35,29.99,53.94,29.99,53.94,2404,26.99,32.99
7/30/2023,27.79,4,111,50,32,17,14,-2,29.99,53.94,29.99,53.94,2393,26.99,32.99
7/31/2023,27.89,22,614,276,174,92,49,23,29.99,53.94,29.99,53.94,2371,26.99,32.99
8/1/2023,27.89,29,809,363,229,121,64,32,29.99,53.94,29.99,53.94,2352,26.99,32.99
8/2/2023,27.59,45,1242,564,356,186,52,84,29.99,53.94,29.99,53.94,2330,26.99,32.99
8/3/2023,27.89,32,892,401,253,134,57,47,29.99,53.94,29.99,53.94,2304,26.99,32.99
8/4/2023,27.89,10,279,125,79,42,16,17,29.99,53.94,29.99,53.94,2262,26.99,32.99
8/5/2023,27.99,9,252,113,71,38,31,-1,29.99,53.94,29.99,53.94,2228,26.99,32.99
8/6/2023,27.99,29,812,363,229,122,23,75,29.99,53.94,29.99,53.94,2221,26.99,32.99
8/7/2023,27.59,36,993,451,285,149,37,71,29.99,53.94,29.99,53.94,2185,26.99,32.99
8/8/2023,27.89,36,1004,451,285,151,55,62,29.99,53.94,29.99,53.94,2166,26.99,32.99
8/9/2023,27.29,21,573,263,166,86,27,31,29.99,53.94,29.99,53.94,2142,26.99,32.99
8/10/2023,27.89,26,725,326,206,109,51,33,29.99,53.94,29.99,53.94,2101,26.99,32.99
8/11/2023,27.69,16,443,200,127,66,26,24,29.99,53.94,29.99,53.94,2071,26.99,32.99
8/12/2023,27.99,9,252,113,71,38,6,24,29.99,53.94,29.99,53.94,2060,26.99,32.99
8/13/2023,27.89,10,279,125,79,42,26,7,29.99,53.94,29.99,53.94,2045,26.99,32.99
8/14/2023,27.69,17,471,213,134,71,40,13,29.99,53.94,29.99,53.94,2031,26.99,32.99
8/15/2023,27.69,28,775,351,221,116,44,43,29.99,53.94,29.99,53.94,2013,26.99,32.99
8/16/2023,27.49,28,770,351,221,116,54,28,29.99,53.94,29.99,53.94,1988,26.99,32.99
8/17/2023,27.89,24,669,301,190,100,20,58,29.99,53.94,29.99,53.94,1957,26.99,32.99
8/18/2023,27.79,13,361,163,103,54,29,12,29.99,53.94,29.99,53.94,1931,26.99,32.99
8/19/2023,27.99,8,224,100,63,34,24,3,29.99,53.94,29.99,53.94,1919,26.99,32.99
8/20/2023,27.99,30,840,376,237,126,17,84,29.99,53.94,29.99,53.94,1901,26.99,32.99
8/21/2023,27.99,17,476,213,134,71,16,42,29.99,53.94,29.99,53.94,1878,26.99,32.99
8/22/2023,27.59,31,855,388,245,128,51,43,29.99,53.94,29.99,53.94,1848,26.99,32.99
8/23/2023,27.69,12,332,150,95,50,38,-1,29.99,53.94,29.99,53.94,1828,26.99,32.99
8/24/2023,27.89,27,753,338,214,113,35,53,29.99,53.94,29.99,53.94,1808,26.99,32.99
8/25/2023,27.69,23,637,288,182,96,29,42,29.99,53.94,29.99,53.94,1792,26.99,32.99
8/26/2023,27.99,2,56,25,16,8,15,-8,29.99,53.94,29.99,53.94,1764,26.99,32.99
8/27/2023,27.79,8,222,100,63,33,16,10,29.99,53.94,29.99,53.94,1754,26.99,32.99
8/28/2023,27.89,23,641,288,182,96,53,22,29.99,53.94,29.99,53.94,1734,26.99,32.99
8/29/2023,27.79,22,611,276,174,92,57,12,29.99,53.94,29.99,53.94,1727,26.99,32.99
8/30/2023,27.49,25,687,313,198,103,30,43,29.99,53.94,29.99,53.94,1703,26.99,32.99
8/31/2023,27.79,40,1112,501,316,167,50,78,29.99,53.94,29.99,53.94,1682,26.99,32.99
9/1/2023,27.89,14,390,175,111,58,23,23,29.99,53.94,29.99,53.94,1652,26.99,32.99
9/2/2023,27.89,6,167,75,47,25,25,-5,29.99,53.94,29.99,53.94,1628,26.99,32.99
9/3/2023,27.99,26,728,326,206,109,36,51,29.99,53.94,29.99,53.94,1615,26.99,32.99
9/4/2023,27.99,14,392,175,111,59,30,17,29.99,53.94,29.99,53.94,1585,26.99,32.99
9/5/2023,27.29,57,1556,714,451,233,31,127,29.99,53.94,29.99,53.94,1561,26.99,32.99
9/6/2023,27.59,17,469,213,134,70,73,-21,29.99,53.94,29.99,53.94,1535,26.99,32.99
9/7/2023,27.69,56,1551,702,443,233,65,108,29.99,53.94,29.99,53.94,1492,26.99,32.99
9/8/2023,27.69,31,858,388,245,129,25,71,29.99,53.94,29.99,53.94,1469,26.99,32.99
9/9/2023,27.99,5,140,63,40,21,6,10,29.99,53.94,29.99,53.94,1435,26.99,32.99
9/10/2023,27.99,7,196,88,55,29,13,11,29.99,53.94,29.99,53.94,1409,26.99,32.99
9/11/2023,27.89,27,753,338,214,113,44,44,29.99,53.94,29.99,53.94,1382,26.99,32.99
9/12/2023,29.99,43,1290,539,340,190,68,153,29.99,53.94,29.99,53.94,1364,26.99,32.99
9/13/2023,29.99,29,870,363,229,130,46,102,29.99,53.94,29.99,53.94,1340,26.99,32.99
9/14/2023,29.69,27,802,338,214,120,18,112,29.99,53.94,29.99,53.94,1300,26.99,32.99
9/15/2023,29.99,28,840,351,221,126,19,123,29.99,53.94,29.99,53.94,1257,26.99,32.99
9/16/2023,29.99,25,750,313,198,112,18,109,29.99,53.94,29.99,53.94,1231,26.99,32.99
